T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
142,Asia,2005,Changes in stocks (petajoules),-364,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2010,Changes in stocks (petajoules),"1,653",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2015,Changes in stocks (petajoules),-12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2019,Changes in stocks (petajoules),"2,754",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2020,Changes in stocks (petajoules),"4,019",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2021,Changes in stocks (petajoules),"1,611",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,1995,Total supply (petajoules),"123,739",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2000,Total supply (petajoules),"140,614",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2005,Total supply (petajoules),"182,354",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2010,Total supply (petajoules),"233,950",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2015,Total supply (petajoules),"267,537",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2019,Total supply (petajoules),"298,901",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2020,Total supply (petajoules),"296,410",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2021,Total supply (petajoules),"312,368",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,1995,Supply per capita (gigajoules),36,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2000,Supply per capita (gigajoules),38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2005,Supply per capita (gigajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2010,Supply per capita (gigajoules),55,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2015,Supply per capita (gigajoules),60,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2019,Supply per capita (gigajoules),65,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2020,Supply per capita (gigajoules),64,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
142,Asia,2021,Supply per capita (gigajoules),67,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,1995,Primary energy production (petajoules),"93,640",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2000,Primary energy production (petajoules),"95,013",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2005,Primary energy production (petajoules),"103,079",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2010,Primary energy production (petajoules),"102,698",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2015,Primary energy production (petajoules),"101,351",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2019,Primary energy production (petajoules),"107,279",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2020,Primary energy production (petajoules),"101,439",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2021,Primary energy production (petajoules),"105,492",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"13,190",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"11,986",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"10,597",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"8,039",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"2,613",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2019,Net imports [Imports - Exports - Bunkers] (petajoules),563,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,053",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2021,Net imports [Imports - Exports - Bunkers] (petajoules),281,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,1995,Changes in stocks (petajoules),120,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2000,Changes in stocks (petajoules),269,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2005,Changes in stocks (petajoules),582,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2010,Changes in stocks (petajoules),"-1,202",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2015,Changes in stocks (petajoules),185,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2019,Changes in stocks (petajoules),"1,768",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2020,Changes in stocks (petajoules),-653,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2021,Changes in stocks (petajoules),"-2,302",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,1995,Total supply (petajoules),"106,710",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2000,Total supply (petajoules),"106,729",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2005,Total supply (petajoules),"113,093",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2010,Total supply (petajoules),"111,938",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2015,Total supply (petajoules),"103,779",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2019,Total supply (petajoules),"106,074",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2020,Total supply (petajoules),"101,039",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2021,Total supply (petajoules),"108,076",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,1995,Supply per capita (gigajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2000,Supply per capita (gigajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2005,Supply per capita (gigajoules),155,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2010,Supply per capita (gigajoules),152,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2015,Supply per capita (gigajoules),139,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2019,Supply per capita (gigajoules),142,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2020,Supply per capita (gigajoules),135,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
150,Europe,2021,Supply per capita (gigajoules),145,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,1995,Primary energy production (petajoules),"8,665",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2000,Primary energy production (petajoules),"10,647",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2005,Primary energy production (petajoules),"12,251",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2010,Primary energy production (petajoules),"14,528",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2015,Primary energy production (petajoules),"17,383",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2019,Primary energy production (petajoules),"20,004",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2020,Primary energy production (petajoules),"20,297",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2021,Primary energy production (petajoules),"19,175",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,770",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,368",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-6,516",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,751",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,707",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"-12,974",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
9,Oceania,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"-13,298",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
