T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
154,Northern Europe,2020,GDP per capita (US dollars),"45,602",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2021,GDP per capita (US dollars),"53,419",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2022,GDP per capita (US dollars),"53,207",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,1995,GDP in constant 2015 prices (millions of US dollars),"3,006,230",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2005,GDP in constant 2015 prices (millions of US dollars),"4,154,004",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2010,GDP in constant 2015 prices (millions of US dollars),"4,285,638",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2015,GDP in constant 2015 prices (millions of US dollars),"4,759,604",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2020,GDP in constant 2015 prices (millions of US dollars),"4,865,497",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2021,GDP in constant 2015 prices (millions of US dollars),"5,257,847",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2022,GDP in constant 2015 prices (millions of US dollars),"5,481,446",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,1995,GDP real rates of growth (percent),2.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2005,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2010,GDP real rates of growth (percent),2.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2015,GDP real rates of growth (percent),3.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2020,GDP real rates of growth (percent),-6.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2021,GDP real rates of growth (percent),8.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
154,Northern Europe,2022,GDP real rates of growth (percent),4.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,1995,GDP in current prices (millions of US dollars),"2,126,757",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2005,GDP in current prices (millions of US dollars),"3,608,410",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2010,GDP in current prices (millions of US dollars),"4,302,840",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2015,GDP in current prices (millions of US dollars),"3,623,094",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2020,GDP in current prices (millions of US dollars),"3,837,754",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2021,GDP in current prices (millions of US dollars),"4,359,465",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2022,GDP in current prices (millions of US dollars),"4,226,047",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,1995,GDP per capita (US dollars),"14,716",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2005,GDP per capita (US dollars),"24,061",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2010,GDP per capita (US dollars),"27,966",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2015,GDP per capita (US dollars),"23,655",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2020,GDP per capita (US dollars),"25,170",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2021,GDP per capita (US dollars),"28,662",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2022,GDP per capita (US dollars),"27,853",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,1995,GDP in constant 2015 prices (millions of US dollars),"2,889,289",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2005,GDP in constant 2015 prices (millions of US dollars),"3,682,237",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2010,GDP in constant 2015 prices (millions of US dollars),"3,731,301",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2015,GDP in constant 2015 prices (millions of US dollars),"3,623,094",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2020,GDP in constant 2015 prices (millions of US dollars),"3,525,431",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2021,GDP in constant 2015 prices (millions of US dollars),"3,793,846",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2022,GDP in constant 2015 prices (millions of US dollars),"3,972,260",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,1995,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2005,GDP real rates of growth (percent),1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2010,GDP real rates of growth (percent),0.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2015,GDP real rates of growth (percent),1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2020,GDP real rates of growth (percent),-9.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2021,GDP real rates of growth (percent),7.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
39,Southern Europe,2022,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
155,Western Europe,1995,GDP in current prices (millions of US dollars),"5,547,444",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
