T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
364,Iran (Islamic Republic of),2020,Emissions per capita (Kilograms of carbon dioxide),7.3,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
364,Iran (Islamic Republic of),2021,Emissions per capita (Kilograms of carbon dioxide),7.4,Data refer to fiscal years beginning 21 March.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,1975,Emissions (thousand metric tons of carbon dioxide),"15,168",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,1985,Emissions (thousand metric tons of carbon dioxide),"30,236",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2005,Emissions (thousand metric tons of carbon dioxide),"99,030",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2010,Emissions (thousand metric tons of carbon dioxide),"92,238",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2015,Emissions (thousand metric tons of carbon dioxide),"108,321",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2019,Emissions (thousand metric tons of carbon dioxide),"147,746",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2020,Emissions (thousand metric tons of carbon dioxide),"118,932",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2021,Emissions (thousand metric tons of carbon dioxide),"115,318",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,1975,Emissions per capita (Kilograms of carbon dioxide),1.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,1985,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2005,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2010,Emissions per capita (Kilograms of carbon dioxide),3.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2015,Emissions per capita (Kilograms of carbon dioxide),2.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2019,Emissions per capita (Kilograms of carbon dioxide),3.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2020,Emissions per capita (Kilograms of carbon dioxide),2.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
368,Iraq,2021,Emissions per capita (Kilograms of carbon dioxide),2.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,1975,Emissions (thousand metric tons of carbon dioxide),"21,266",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,1985,Emissions (thousand metric tons of carbon dioxide),"27,046",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2005,Emissions (thousand metric tons of carbon dioxide),"42,465",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2010,Emissions (thousand metric tons of carbon dioxide),"39,959",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2015,Emissions (thousand metric tons of carbon dioxide),"36,135",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2019,Emissions (thousand metric tons of carbon dioxide),"33,884",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2020,Emissions (thousand metric tons of carbon dioxide),"32,258",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2021,Emissions (thousand metric tons of carbon dioxide),"33,693",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,1975,Emissions per capita (Kilograms of carbon dioxide),6.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,1985,Emissions per capita (Kilograms of carbon dioxide),7.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2005,Emissions per capita (Kilograms of carbon dioxide),10.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2010,Emissions per capita (Kilograms of carbon dioxide),8.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2015,Emissions per capita (Kilograms of carbon dioxide),7.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2019,Emissions per capita (Kilograms of carbon dioxide),6.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2020,Emissions per capita (Kilograms of carbon dioxide),6.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
372,Ireland,2021,Emissions per capita (Kilograms of carbon dioxide),6.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2005,Emissions (thousand metric tons of carbon dioxide),14,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2010,Emissions (thousand metric tons of carbon dioxide),215,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2015,Emissions (thousand metric tons of carbon dioxide),213,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2019,Emissions (thousand metric tons of carbon dioxide),275,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2020,Emissions (thousand metric tons of carbon dioxide),267,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2021,Emissions (thousand metric tons of carbon dioxide),183,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2010,Emissions per capita (Kilograms of carbon dioxide),2.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2015,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2019,Emissions per capita (Kilograms of carbon dioxide),3.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2020,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
833,Isle of Man,2021,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,1975,Emissions (thousand metric tons of carbon dioxide),"18,706",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,1985,Emissions (thousand metric tons of carbon dioxide),"23,270",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2005,Emissions (thousand metric tons of carbon dioxide),"56,183",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2010,Emissions (thousand metric tons of carbon dioxide),"67,721",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2015,Emissions (thousand metric tons of carbon dioxide),"62,671",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2019,Emissions (thousand metric tons of carbon dioxide),"58,805",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2020,Emissions (thousand metric tons of carbon dioxide),"59,042",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2021,Emissions (thousand metric tons of carbon dioxide),"58,653",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,1975,Emissions per capita (Kilograms of carbon dioxide),5.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,1985,Emissions per capita (Kilograms of carbon dioxide),5.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2005,Emissions per capita (Kilograms of carbon dioxide),8.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2010,Emissions per capita (Kilograms of carbon dioxide),9.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2015,Emissions per capita (Kilograms of carbon dioxide),7.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2019,Emissions per capita (Kilograms of carbon dioxide),6.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2020,Emissions per capita (Kilograms of carbon dioxide),6.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
376,Israel,2021,Emissions per capita (Kilograms of carbon dioxide),6.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,1975,Emissions (thousand metric tons of carbon dioxide),"322,283",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,1985,Emissions (thousand metric tons of carbon dioxide),"351,464",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2005,Emissions (thousand metric tons of carbon dioxide),"452,735",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2010,Emissions (thousand metric tons of carbon dioxide),"386,588",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2015,Emissions (thousand metric tons of carbon dioxide),"322,600",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2019,Emissions (thousand metric tons of carbon dioxide),"300,461",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2020,Emissions (thousand metric tons of carbon dioxide),"268,446",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
380,Italy,2021,Emissions (thousand metric tons of carbon dioxide),"301,582",Data include San Marino and the Holy See.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
